,State,Year,Quarter,Pincodes,RegisteredUsers
0,andaman-&-nicobar-islands,2018,1,744103,262
1,andaman-&-nicobar-islands,2018,1,744101,262
2,andaman-&-nicobar-islands,2018,1,744105,262
3,andaman-&-nicobar-islands,2018,1,744102,262
4,andaman-&-nicobar-islands,2018,1,744104,262
5,andaman-&-nicobar-islands,2018,1,744202,262
6,andaman-&-nicobar-islands,2018,1,744112,262
7,andaman-&-nicobar-islands,2018,1,744301,262
8,andaman-&-nicobar-islands,2018,1,744107,262
9,andaman-&-nicobar-islands,2018,1,744211,262
10,andaman-&-nicobar-islands,2018,2,744103,351
11,andaman-&-nicobar-islands,2018,2,744101,351
12,andaman-&-nicobar-islands,2018,2,744105,351
13,andaman-&-nicobar-islands,2018,2,744102,351
14,andaman-&-nicobar-islands,2018,2,744104,351
15,andaman-&-nicobar-islands,2018,2,744202,351
16,andaman-&-nicobar-islands,2018,2,744112,351
17,andaman-&-nicobar-islands,2018,2,744107,351
18,andaman-&-nicobar-islands,2018,2,744301,351
19,andaman-&-nicobar-islands,2018,2,744211,351
20,andaman-&-nicobar-islands,2018,3,744103,467
21,andaman-&-nicobar-islands,2018,3,744101,467
22,andaman-&-nicobar-islands,2018,3,744105,467
23,andaman-&-nicobar-islands,2018,3,744102,467
24,andaman-&-nicobar-islands,2018,3,744104,467
25,andaman-&-nicobar-islands,2018,3,744202,467
26,andaman-&-nicobar-islands,2018,3,744112,467
27,andaman-&-nicobar-islands,2018,3,744107,467
28,andaman-&-nicobar-islands,2018,3,744301,467
29,andaman-&-nicobar-islands,2018,3,744211,467
30,andaman-&-nicobar-islands,2018,4,744103,536
31,andaman-&-nicobar-islands,2018,4,744101,536
32,andaman-&-nicobar-islands,2018,4,744105,536
33,andaman-&-nicobar-islands,2018,4,744102,536
34,andaman-&-nicobar-islands,2018,4,744104,536
35,andaman-&-nicobar-islands,2018,4,744202,536
36,andaman-&-nicobar-islands,2018,4,744107,536
37,andaman-&-nicobar-islands,2018,4,744112,536
38,andaman-&-nicobar-islands,2018,4,744211,536
39,andaman-&-nicobar-islands,2018,4,744301,536
40,andaman-&-nicobar-islands,2019,1,744103,622
41,andaman-&-nicobar-islands,2019,1,744101,622
42,andaman-&-nicobar-islands,2019,1,744105,622
43,andaman-&-nicobar-islands,2019,1,744102,622
44,andaman-&-nicobar-islands,2019,1,744104,622
45,andaman-&-nicobar-islands,2019,1,744202,622
46,andaman-&-nicobar-islands,2019,1,744107,622
47,andaman-&-nicobar-islands,2019,1,744112,622
48,andaman-&-nicobar-islands,2019,1,744211,622
49,andaman-&-nicobar-islands,2019,1,744301,622
50,andaman-&-nicobar-islands,2019,2,744103,693
51,andaman-&-nicobar-islands,2019,2,744101,693
52,andaman-&-nicobar-islands,2019,2,744105,693
53,andaman-&-nicobar-islands,2019,2,744102,693
54,andaman-&-nicobar-islands,2019,2,744202,693
55,andaman-&-nicobar-islands,2019,2,744104,693
56,andaman-&-nicobar-islands,2019,2,744107,693
57,andaman-&-nicobar-islands,2019,2,744112,693
58,andaman-&-nicobar-islands,2019,2,744211,693
59,andaman-&-nicobar-islands,2019,2,744301,693
60,andaman-&-nicobar-islands,2019,3,744103,751
61,andaman-&-nicobar-islands,2019,3,744101,751
62,andaman-&-nicobar-islands,2019,3,744105,751
63,andaman-&-nicobar-islands,2019,3,744102,751
64,andaman-&-nicobar-islands,2019,3,744202,751
65,andaman-&-nicobar-islands,2019,3,744104,751
66,andaman-&-nicobar-islands,2019,3,744107,751
67,andaman-&-nicobar-islands,2019,3,744112,751
68,andaman-&-nicobar-islands,2019,3,744211,751
69,andaman-&-nicobar-islands,2019,3,744301,751
70,andaman-&-nicobar-islands,2019,4,744103,803
71,andaman-&-nicobar-islands,2019,4,744101,803
72,andaman-&-nicobar-islands,2019,4,744105,803
73,andaman-&-nicobar-islands,2019,4,744102,803
74,andaman-&-nicobar-islands,2019,4,744202,803
75,andaman-&-nicobar-islands,2019,4,744104,803
76,andaman-&-nicobar-islands,2019,4,744107,803
77,andaman-&-nicobar-islands,2019,4,744112,803
78,andaman-&-nicobar-islands,2019,4,744211,803
79,andaman-&-nicobar-islands,2019,4,744301,803
80,andaman-&-nicobar-islands,2020,1,744103,879
81,andaman-&-nicobar-islands,2020,1,744101,879
82,andaman-&-nicobar-islands,2020,1,744105,879
83,andaman-&-nicobar-islands,2020,1,744102,879
84,andaman-&-nicobar-islands,2020,1,744202,879
85,andaman-&-nicobar-islands,2020,1,744104,879
86,andaman-&-nicobar-islands,2020,1,744107,879
87,andaman-&-nicobar-islands,2020,1,744112,879
88,andaman-&-nicobar-islands,2020,1,744211,879
89,andaman-&-nicobar-islands,2020,1,744301,879
90,andaman-&-nicobar-islands,2020,2,744103,984
91,andaman-&-nicobar-islands,2020,2,744105,984
92,andaman-&-nicobar-islands,2020,2,744101,984
93,andaman-&-nicobar-islands,2020,2,744102,984
94,andaman-&-nicobar-islands,2020,2,744202,984
95,andaman-&-nicobar-islands,2020,2,744104,984
96,andaman-&-nicobar-islands,2020,2,744107,984
97,andaman-&-nicobar-islands,2020,2,744112,984
98,andaman-&-nicobar-islands,2020,2,744211,984
99,andaman-&-nicobar-islands,2020,2,744205,984
100,andaman-&-nicobar-islands,2020,3,744103,1147
101,andaman-&-nicobar-islands,2020,3,744105,1147
102,andaman-&-nicobar-islands,2020,3,744101,1147
103,andaman-&-nicobar-islands,2020,3,744102,1147
104,andaman-&-nicobar-islands,2020,3,744202,1147
105,andaman-&-nicobar-islands,2020,3,744104,1147
106,andaman-&-nicobar-islands,2020,3,744107,1147
107,andaman-&-nicobar-islands,2020,3,744112,1147
108,andaman-&-nicobar-islands,2020,3,744211,1147
109,andaman-&-nicobar-islands,2020,3,744205,1147
110,andaman-&-nicobar-islands,2020,4,744103,1412
111,andaman-&-nicobar-islands,2020,4,744105,1412
112,andaman-&-nicobar-islands,2020,4,744101,1412
113,andaman-&-nicobar-islands,2020,4,744102,1412
114,andaman-&-nicobar-islands,2020,4,744202,1412
115,andaman-&-nicobar-islands,2020,4,744107,1412
116,andaman-&-nicobar-islands,2020,4,744104,1412
117,andaman-&-nicobar-islands,2020,4,744112,1412
118,andaman-&-nicobar-islands,2020,4,744211,1412
119,andaman-&-nicobar-islands,2020,4,744205,1412
120,andaman-&-nicobar-islands,2021,1,744103,1573
121,andaman-&-nicobar-islands,2021,1,744105,1573
122,andaman-&-nicobar-islands,2021,1,744101,1573
123,andaman-&-nicobar-islands,2021,1,744102,1573
124,andaman-&-nicobar-islands,2021,1,744202,1573
125,andaman-&-nicobar-islands,2021,1,744107,1573
126,andaman-&-nicobar-islands,2021,1,744104,1573
127,andaman-&-nicobar-islands,2021,1,744112,1573
128,andaman-&-nicobar-islands,2021,1,744211,1573
129,andaman-&-nicobar-islands,2021,1,744205,1573
130,andaman-&-nicobar-islands,2021,2,744103,1699
131,andaman-&-nicobar-islands,2021,2,744105,1699
132,andaman-&-nicobar-islands,2021,2,744101,1699
133,andaman-&-nicobar-islands,2021,2,744102,1699
134,andaman-&-nicobar-islands,2021,2,744202,1699
135,andaman-&-nicobar-islands,2021,2,744107,1699
136,andaman-&-nicobar-islands,2021,2,744104,1699
137,andaman-&-nicobar-islands,2021,2,744112,1699
138,andaman-&-nicobar-islands,2021,2,744211,1699
139,andaman-&-nicobar-islands,2021,2,744205,1699
140,andaman-&-nicobar-islands,2021,3,744103,1846
141,andaman-&-nicobar-islands,2021,3,744105,1846
142,andaman-&-nicobar-islands,2021,3,744101,1846
143,andaman-&-nicobar-islands,2021,3,744102,1846
144,andaman-&-nicobar-islands,2021,3,744202,1846
145,andaman-&-nicobar-islands,2021,3,744107,1846
146,andaman-&-nicobar-islands,2021,3,744104,1846
147,andaman-&-nicobar-islands,2021,3,744112,1846
148,andaman-&-nicobar-islands,2021,3,744211,1846
149,andaman-&-nicobar-islands,2021,3,744205,1846
150,andaman-&-nicobar-islands,2021,4,744103,1971
151,andaman-&-nicobar-islands,2021,4,744105,1971
152,andaman-&-nicobar-islands,2021,4,744101,1971
153,andaman-&-nicobar-islands,2021,4,744102,1971
154,andaman-&-nicobar-islands,2021,4,744202,1971
155,andaman-&-nicobar-islands,2021,4,744107,1971
156,andaman-&-nicobar-islands,2021,4,744104,1971
157,andaman-&-nicobar-islands,2021,4,744112,1971
158,andaman-&-nicobar-islands,2021,4,744211,1971
159,andaman-&-nicobar-islands,2021,4,744205,1971
160,andaman-&-nicobar-islands,2022,1,744103,2081
161,andaman-&-nicobar-islands,2022,1,744105,2081
162,andaman-&-nicobar-islands,2022,1,744101,2081
163,andaman-&-nicobar-islands,2022,1,744102,2081
164,andaman-&-nicobar-islands,2022,1,744202,2081
165,andaman-&-nicobar-islands,2022,1,744107,2081
166,andaman-&-nicobar-islands,2022,1,744104,2081
167,andaman-&-nicobar-islands,2022,1,744112,2081
168,andaman-&-nicobar-islands,2022,1,744211,2081
169,andaman-&-nicobar-islands,2022,1,744205,2081
170,andaman-&-nicobar-islands,2022,2,744103,2192
171,andaman-&-nicobar-islands,2022,2,744105,2192
172,andaman-&-nicobar-islands,2022,2,744101,2192
173,andaman-&-nicobar-islands,2022,2,744102,2192
174,andaman-&-nicobar-islands,2022,2,744202,2192
175,andaman-&-nicobar-islands,2022,2,744107,2192
176,andaman-&-nicobar-islands,2022,2,744104,2192
177,andaman-&-nicobar-islands,2022,2,744112,2192
178,andaman-&-nicobar-islands,2022,2,744211,2192
179,andaman-&-nicobar-islands,2022,2,744205,2192
180,andaman-&-nicobar-islands,2022,3,744103,2300
181,andaman-&-nicobar-islands,2022,3,744105,2300
182,andaman-&-nicobar-islands,2022,3,744101,2300
183,andaman-&-nicobar-islands,2022,3,744102,2300
184,andaman-&-nicobar-islands,2022,3,744202,2300
185,andaman-&-nicobar-islands,2022,3,744107,2300
186,andaman-&-nicobar-islands,2022,3,744104,2300
187,andaman-&-nicobar-islands,2022,3,744112,2300
188,andaman-&-nicobar-islands,2022,3,744211,2300
189,andaman-&-nicobar-islands,2022,3,744205,2300
190,andaman-&-nicobar-islands,2022,4,744103,2389
191,andaman-&-nicobar-islands,2022,4,744105,2389
192,andaman-&-nicobar-islands,2022,4,744101,2389
193,andaman-&-nicobar-islands,2022,4,744102,2389
194,andaman-&-nicobar-islands,2022,4,744202,2389
195,andaman-&-nicobar-islands,2022,4,744107,2389
196,andaman-&-nicobar-islands,2022,4,744104,2389
197,andaman-&-nicobar-islands,2022,4,744112,2389
198,andaman-&-nicobar-islands,2022,4,744211,2389
199,andaman-&-nicobar-islands,2022,4,744205,2389
200,andaman-&-nicobar-islands,2023,1,744103,2491
201,andaman-&-nicobar-islands,2023,1,744105,2491
202,andaman-&-nicobar-islands,2023,1,744101,2491
203,andaman-&-nicobar-islands,2023,1,744102,2491
204,andaman-&-nicobar-islands,2023,1,744202,2491
205,andaman-&-nicobar-islands,2023,1,744107,2491
206,andaman-&-nicobar-islands,2023,1,744104,2491
207,andaman-&-nicobar-islands,2023,1,744112,2491
208,andaman-&-nicobar-islands,2023,1,744211,2491
209,andaman-&-nicobar-islands,2023,1,744205,2491
210,andaman-&-nicobar-islands,2023,2,744103,2617
211,andaman-&-nicobar-islands,2023,2,744105,2617
212,andaman-&-nicobar-islands,2023,2,744101,2617
213,andaman-&-nicobar-islands,2023,2,744102,2617
214,andaman-&-nicobar-islands,2023,2,744202,2617
215,andaman-&-nicobar-islands,2023,2,744107,2617
216,andaman-&-nicobar-islands,2023,2,744104,2617
217,andaman-&-nicobar-islands,2023,2,744112,2617
218,andaman-&-nicobar-islands,2023,2,744211,2617
219,andaman-&-nicobar-islands,2023,2,744205,2617
220,andhra-pradesh,2018,1,517501,189949
221,andhra-pradesh,2018,1,530016,189949
222,andhra-pradesh,2018,1,517507,189949
223,andhra-pradesh,2018,1,515001,189949
224,andhra-pradesh,2018,1,516001,189949
225,andhra-pradesh,2018,1,518002,189949
226,andhra-pradesh,2018,1,530026,189949
227,andhra-pradesh,2018,1,516360,189949
228,andhra-pradesh,2018,1,520010,189949
229,andhra-pradesh,2018,1,524002,189949
230,andhra-pradesh,2018,2,517501,253458
231,andhra-pradesh,2018,2,517507,253458
232,andhra-pradesh,2018,2,530016,253458
233,andhra-pradesh,2018,2,515001,253458
234,andhra-pradesh,2018,2,516001,253458
235,andhra-pradesh,2018,2,518002,253458
236,andhra-pradesh,2018,2,516360,253458
237,andhra-pradesh,2018,2,530026,253458
238,andhra-pradesh,2018,2,520010,253458
239,andhra-pradesh,2018,2,524002,253458
240,andhra-pradesh,2018,3,517501,314899
241,andhra-pradesh,2018,3,517507,314899
242,andhra-pradesh,2018,3,530016,314899
243,andhra-pradesh,2018,3,515001,314899
244,andhra-pradesh,2018,3,516001,314899
245,andhra-pradesh,2018,3,518002,314899
246,andhra-pradesh,2018,3,516360,314899
247,andhra-pradesh,2018,3,530026,314899
248,andhra-pradesh,2018,3,520010,314899
249,andhra-pradesh,2018,3,524002,314899
250,andhra-pradesh,2018,4,517501,394962
251,andhra-pradesh,2018,4,517507,394962
252,andhra-pradesh,2018,4,530016,394962
253,andhra-pradesh,2018,4,515001,394962
254,andhra-pradesh,2018,4,516001,394962
255,andhra-pradesh,2018,4,518002,394962
256,andhra-pradesh,2018,4,516360,394962
257,andhra-pradesh,2018,4,530026,394962
258,andhra-pradesh,2018,4,520010,394962
259,andhra-pradesh,2018,4,524002,394962
260,andhra-pradesh,2019,1,517501,474260
261,andhra-pradesh,2019,1,517507,474260
262,andhra-pradesh,2019,1,530016,474260
263,andhra-pradesh,2019,1,515001,474260
264,andhra-pradesh,2019,1,516001,474260
265,andhra-pradesh,2019,1,518002,474260
266,andhra-pradesh,2019,1,530026,474260
267,andhra-pradesh,2019,1,516360,474260
268,andhra-pradesh,2019,1,520010,474260
269,andhra-pradesh,2019,1,524002,474260
270,andhra-pradesh,2019,2,517501,539462
271,andhra-pradesh,2019,2,517507,539462
272,andhra-pradesh,2019,2,530016,539462
273,andhra-pradesh,2019,2,515001,539462
274,andhra-pradesh,2019,2,516001,539462
275,andhra-pradesh,2019,2,518002,539462
276,andhra-pradesh,2019,2,530026,539462
277,andhra-pradesh,2019,2,516360,539462
278,andhra-pradesh,2019,2,520010,539462
279,andhra-pradesh,2019,2,524002,539462
280,andhra-pradesh,2019,3,517501,598568
281,andhra-pradesh,2019,3,517507,598568
282,andhra-pradesh,2019,3,530016,598568
283,andhra-pradesh,2019,3,515001,598568
284,andhra-pradesh,2019,3,518002,598568
285,andhra-pradesh,2019,3,516001,598568
286,andhra-pradesh,2019,3,530026,598568
287,andhra-pradesh,2019,3,516360,598568
288,andhra-pradesh,2019,3,520010,598568
289,andhra-pradesh,2019,3,524002,598568
290,andhra-pradesh,2019,4,517501,673522
291,andhra-pradesh,2019,4,517507,673522
292,andhra-pradesh,2019,4,530016,673522
293,andhra-pradesh,2019,4,515001,673522
294,andhra-pradesh,2019,4,516001,673522
295,andhra-pradesh,2019,4,518002,673522
296,andhra-pradesh,2019,4,516360,673522
297,andhra-pradesh,2019,4,530026,673522
298,andhra-pradesh,2019,4,520010,673522
299,andhra-pradesh,2019,4,524002,673522
300,andhra-pradesh,2020,1,517501,748655
301,andhra-pradesh,2020,1,517507,748655
302,andhra-pradesh,2020,1,530016,748655
303,andhra-pradesh,2020,1,515001,748655
304,andhra-pradesh,2020,1,518002,748655
305,andhra-pradesh,2020,1,516001,748655
306,andhra-pradesh,2020,1,516360,748655
307,andhra-pradesh,2020,1,530026,748655
308,andhra-pradesh,2020,1,524002,748655
309,andhra-pradesh,2020,1,520010,748655
310,andhra-pradesh,2020,2,517501,830709
311,andhra-pradesh,2020,2,517507,830709
312,andhra-pradesh,2020,2,530016,830709
313,andhra-pradesh,2020,2,515001,830709
314,andhra-pradesh,2020,2,518002,830709
315,andhra-pradesh,2020,2,516001,830709
316,andhra-pradesh,2020,2,516360,830709
317,andhra-pradesh,2020,2,524002,830709
318,andhra-pradesh,2020,2,530026,830709
319,andhra-pradesh,2020,2,520010,830709
320,andhra-pradesh,2020,3,517501,915240
321,andhra-pradesh,2020,3,517507,915240
322,andhra-pradesh,2020,3,515001,915240
323,andhra-pradesh,2020,3,530016,915240
324,andhra-pradesh,2020,3,518002,915240
325,andhra-pradesh,2020,3,516001,915240
326,andhra-pradesh,2020,3,516360,915240
327,andhra-pradesh,2020,3,524002,915240
328,andhra-pradesh,2020,3,530026,915240
329,andhra-pradesh,2020,3,520010,915240
330,andhra-pradesh,2020,4,517501,999462
331,andhra-pradesh,2020,4,517507,999462
332,andhra-pradesh,2020,4,515001,999462
333,andhra-pradesh,2020,4,530016,999462
334,andhra-pradesh,2020,4,518002,999462
335,andhra-pradesh,2020,4,516001,999462
336,andhra-pradesh,2020,4,516360,999462
337,andhra-pradesh,2020,4,524002,999462
338,andhra-pradesh,2020,4,530026,999462
339,andhra-pradesh,2020,4,520010,999462
340,andhra-pradesh,2021,1,517501,1075936
341,andhra-pradesh,2021,1,517507,1075936
342,andhra-pradesh,2021,1,515001,1075936
343,andhra-pradesh,2021,1,530016,1075936
344,andhra-pradesh,2021,1,518002,1075936
345,andhra-pradesh,2021,1,516001,1075936
346,andhra-pradesh,2021,1,516360,1075936
347,andhra-pradesh,2021,1,524002,1075936
348,andhra-pradesh,2021,1,530026,1075936
349,andhra-pradesh,2021,1,520010,1075936
350,andhra-pradesh,2021,2,517501,1151232
351,andhra-pradesh,2021,2,517507,1151232
352,andhra-pradesh,2021,2,515001,1151232
353,andhra-pradesh,2021,2,530016,1151232
354,andhra-pradesh,2021,2,518002,1151232
355,andhra-pradesh,2021,2,516001,1151232
356,andhra-pradesh,2021,2,516360,1151232
357,andhra-pradesh,2021,2,524002,1151232
358,andhra-pradesh,2021,2,530026,1151232
359,andhra-pradesh,2021,2,520010,1151232
360,andhra-pradesh,2021,3,517501,1239147
361,andhra-pradesh,2021,3,517507,1239147
362,andhra-pradesh,2021,3,515001,1239147
363,andhra-pradesh,2021,3,530016,1239147
364,andhra-pradesh,2021,3,518002,1239147
365,andhra-pradesh,2021,3,516001,1239147
366,andhra-pradesh,2021,3,516360,1239147
367,andhra-pradesh,2021,3,524002,1239147
368,andhra-pradesh,2021,3,530026,1239147
369,andhra-pradesh,2021,3,520010,1239147
370,andhra-pradesh,2021,4,517501,1325728
371,andhra-pradesh,2021,4,517507,1325728
372,andhra-pradesh,2021,4,515001,1325728
373,andhra-pradesh,2021,4,530016,1325728
374,andhra-pradesh,2021,4,518002,1325728
375,andhra-pradesh,2021,4,516001,1325728
376,andhra-pradesh,2021,4,516360,1325728
377,andhra-pradesh,2021,4,524002,1325728
378,andhra-pradesh,2021,4,530026,1325728
379,andhra-pradesh,2021,4,520010,1325728
380,andhra-pradesh,2022,1,517501,1408929
381,andhra-pradesh,2022,1,517507,1408929
382,andhra-pradesh,2022,1,515001,1408929
383,andhra-pradesh,2022,1,530016,1408929
384,andhra-pradesh,2022,1,518002,1408929
385,andhra-pradesh,2022,1,516001,1408929
386,andhra-pradesh,2022,1,516360,1408929
387,andhra-pradesh,2022,1,524002,1408929
388,andhra-pradesh,2022,1,530026,1408929
389,andhra-pradesh,2022,1,520010,1408929
390,andhra-pradesh,2022,2,517501,1487589
391,andhra-pradesh,2022,2,517507,1487589
392,andhra-pradesh,2022,2,515001,1487589
393,andhra-pradesh,2022,2,530016,1487589
394,andhra-pradesh,2022,2,518002,1487589
395,andhra-pradesh,2022,2,516001,1487589
396,andhra-pradesh,2022,2,516360,1487589
397,andhra-pradesh,2022,2,524002,1487589
398,andhra-pradesh,2022,2,530026,1487589
399,andhra-pradesh,2022,2,520010,1487589
400,andhra-pradesh,2022,3,517501,1567520
401,andhra-pradesh,2022,3,517507,1567520
402,andhra-pradesh,2022,3,515001,1567520
403,andhra-pradesh,2022,3,530016,1567520
404,andhra-pradesh,2022,3,518002,1567520
405,andhra-pradesh,2022,3,516001,1567520
406,andhra-pradesh,2022,3,516360,1567520
407,andhra-pradesh,2022,3,524002,1567520
408,andhra-pradesh,2022,3,530026,1567520
409,andhra-pradesh,2022,3,520010,1567520
410,andhra-pradesh,2022,4,517501,1642503
411,andhra-pradesh,2022,4,517507,1642503
412,andhra-pradesh,2022,4,515001,1642503
413,andhra-pradesh,2022,4,530016,1642503
414,andhra-pradesh,2022,4,518002,1642503
415,andhra-pradesh,2022,4,516001,1642503
416,andhra-pradesh,2022,4,516360,1642503
417,andhra-pradesh,2022,4,524002,1642503
418,andhra-pradesh,2022,4,530026,1642503
419,andhra-pradesh,2022,4,520010,1642503
420,andhra-pradesh,2023,1,517501,1719910
421,andhra-pradesh,2023,1,517507,1719910
422,andhra-pradesh,2023,1,515001,1719910
423,andhra-pradesh,2023,1,530016,1719910
424,andhra-pradesh,2023,1,518002,1719910
425,andhra-pradesh,2023,1,516001,1719910
426,andhra-pradesh,2023,1,516360,1719910
427,andhra-pradesh,2023,1,524002,1719910
428,andhra-pradesh,2023,1,530026,1719910
429,andhra-pradesh,2023,1,520010,1719910
430,andhra-pradesh,2023,2,517501,1792637
431,andhra-pradesh,2023,2,517507,1792637
432,andhra-pradesh,2023,2,515001,1792637
433,andhra-pradesh,2023,2,530016,1792637
434,andhra-pradesh,2023,2,518002,1792637
435,andhra-pradesh,2023,2,516001,1792637
436,andhra-pradesh,2023,2,516360,1792637
437,andhra-pradesh,2023,2,524002,1792637
438,andhra-pradesh,2023,2,530026,1792637
439,andhra-pradesh,2023,2,520001,1792637
440,arunachal-pradesh,2018,1,791110,572
441,arunachal-pradesh,2018,1,791111,572
442,arunachal-pradesh,2018,1,791113,572
443,arunachal-pradesh,2018,1,791102,572
444,arunachal-pradesh,2018,1,790104,572
445,arunachal-pradesh,2018,1,791001,572
446,arunachal-pradesh,2018,1,791109,572
447,arunachal-pradesh,2018,1,792103,572
448,arunachal-pradesh,2018,1,792001,572
449,arunachal-pradesh,2018,1,790116,572
450,arunachal-pradesh,2018,2,791110,883
451,arunachal-pradesh,2018,2,791111,883
452,arunachal-pradesh,2018,2,791113,883
453,arunachal-pradesh,2018,2,791102,883
454,arunachal-pradesh,2018,2,790104,883
455,arunachal-pradesh,2018,2,792103,883
456,arunachal-pradesh,2018,2,791001,883
457,arunachal-pradesh,2018,2,792001,883
458,arunachal-pradesh,2018,2,791109,883
459,arunachal-pradesh,2018,2,790116,883
460,arunachal-pradesh,2018,3,791110,1226
461,arunachal-pradesh,2018,3,791111,1226
462,arunachal-pradesh,2018,3,791113,1226
463,arunachal-pradesh,2018,3,791102,1226
464,arunachal-pradesh,2018,3,790104,1226
465,arunachal-pradesh,2018,3,792103,1226
466,arunachal-pradesh,2018,3,791001,1226
467,arunachal-pradesh,2018,3,792001,1226
468,arunachal-pradesh,2018,3,790116,1226
469,arunachal-pradesh,2018,3,791109,1226
470,arunachal-pradesh,2018,4,791110,1684
471,arunachal-pradesh,2018,4,791111,1684
472,arunachal-pradesh,2018,4,791113,1684
473,arunachal-pradesh,2018,4,791102,1684
474,arunachal-pradesh,2018,4,790104,1684
475,arunachal-pradesh,2018,4,792103,1684
476,arunachal-pradesh,2018,4,792001,1684
477,arunachal-pradesh,2018,4,791001,1684
478,arunachal-pradesh,2018,4,790116,1684
479,arunachal-pradesh,2018,4,791109,1684
480,arunachal-pradesh,2019,1,791110,2082
481,arunachal-pradesh,2019,1,791111,2082
482,arunachal-pradesh,2019,1,791113,2082
483,arunachal-pradesh,2019,1,791102,2082
484,arunachal-pradesh,2019,1,790104,2082
485,arunachal-pradesh,2019,1,792103,2082
486,arunachal-pradesh,2019,1,792001,2082
487,arunachal-pradesh,2019,1,791001,2082
488,arunachal-pradesh,2019,1,790116,2082
489,arunachal-pradesh,2019,1,791109,2082
490,arunachal-pradesh,2019,2,791110,2697
491,arunachal-pradesh,2019,2,791111,2697
492,arunachal-pradesh,2019,2,791113,2697
493,arunachal-pradesh,2019,2,791102,2697
494,arunachal-pradesh,2019,2,790104,2697
495,arunachal-pradesh,2019,2,792103,2697
496,arunachal-pradesh,2019,2,791001,2697
497,arunachal-pradesh,2019,2,792001,2697
498,arunachal-pradesh,2019,2,790116,2697
499,arunachal-pradesh,2019,2,791109,2697
500,arunachal-pradesh,2019,3,791110,3099
501,arunachal-pradesh,2019,3,791111,3099
502,arunachal-pradesh,2019,3,791113,3099
503,arunachal-pradesh,2019,3,791102,3099
504,arunachal-pradesh,2019,3,792103,3099
505,arunachal-pradesh,2019,3,790104,3099
506,arunachal-pradesh,2019,3,791001,3099
507,arunachal-pradesh,2019,3,792001,3099
508,arunachal-pradesh,2019,3,791109,3099
509,arunachal-pradesh,2019,3,790116,3099
510,arunachal-pradesh,2019,4,791110,3605
511,arunachal-pradesh,2019,4,791111,3605
512,arunachal-pradesh,2019,4,791113,3605
513,arunachal-pradesh,2019,4,791102,3605
514,arunachal-pradesh,2019,4,792103,3605
515,arunachal-pradesh,2019,4,790104,3605
516,arunachal-pradesh,2019,4,791001,3605
517,arunachal-pradesh,2019,4,792001,3605
518,arunachal-pradesh,2019,4,791109,3605
519,arunachal-pradesh,2019,4,790116,3605
520,arunachal-pradesh,2020,1,791110,4351
521,arunachal-pradesh,2020,1,791111,4351
522,arunachal-pradesh,2020,1,791113,4351
523,arunachal-pradesh,2020,1,791102,4351
524,arunachal-pradesh,2020,1,792103,4351
525,arunachal-pradesh,2020,1,791001,4351
526,arunachal-pradesh,2020,1,790104,4351
527,arunachal-pradesh,2020,1,792001,4351
528,arunachal-pradesh,2020,1,791109,4351
529,arunachal-pradesh,2020,1,792110,4351
530,arunachal-pradesh,2020,2,791110,5392
531,arunachal-pradesh,2020,2,791111,5392
532,arunachal-pradesh,2020,2,791113,5392
533,arunachal-pradesh,2020,2,791102,5392
534,arunachal-pradesh,2020,2,792103,5392
535,arunachal-pradesh,2020,2,791001,5392
536,arunachal-pradesh,2020,2,792001,5392
537,arunachal-pradesh,2020,2,790104,5392
538,arunachal-pradesh,2020,2,792110,5392
539,arunachal-pradesh,2020,2,791109,5392
540,arunachal-pradesh,2020,3,791110,6456
541,arunachal-pradesh,2020,3,791111,6456
542,arunachal-pradesh,2020,3,791113,6456
543,arunachal-pradesh,2020,3,791102,6456
544,arunachal-pradesh,2020,3,792103,6456
545,arunachal-pradesh,2020,3,791001,6456
546,arunachal-pradesh,2020,3,792001,6456
547,arunachal-pradesh,2020,3,790104,6456
548,arunachal-pradesh,2020,3,792110,6456
549,arunachal-pradesh,2020,3,791109,6456
550,arunachal-pradesh,2020,4,791110,7388
551,arunachal-pradesh,2020,4,791111,7388
552,arunachal-pradesh,2020,4,791113,7388
553,arunachal-pradesh,2020,4,791102,7388
554,arunachal-pradesh,2020,4,791001,7388
555,arunachal-pradesh,2020,4,792103,7388
556,arunachal-pradesh,2020,4,792001,7388
557,arunachal-pradesh,2020,4,790104,7388
558,arunachal-pradesh,2020,4,792110,7388
559,arunachal-pradesh,2020,4,791109,7388
560,arunachal-pradesh,2021,1,791110,8044
561,arunachal-pradesh,2021,1,791111,8044
562,arunachal-pradesh,2021,1,791113,8044
563,arunachal-pradesh,2021,1,791102,8044
564,arunachal-pradesh,2021,1,791001,8044
565,arunachal-pradesh,2021,1,792103,8044
566,arunachal-pradesh,2021,1,792001,8044
567,arunachal-pradesh,2021,1,790104,8044
568,arunachal-pradesh,2021,1,792110,8044
569,arunachal-pradesh,2021,1,791109,8044
570,arunachal-pradesh,2021,2,791110,8685
571,arunachal-pradesh,2021,2,791111,8685
572,arunachal-pradesh,2021,2,791113,8685
573,arunachal-pradesh,2021,2,791102,8685
574,arunachal-pradesh,2021,2,791001,8685
575,arunachal-pradesh,2021,2,792103,8685
576,arunachal-pradesh,2021,2,792001,8685
577,arunachal-pradesh,2021,2,790104,8685
578,arunachal-pradesh,2021,2,792110,8685
